No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station,District,season
55,2013,3,3,6,53.0,59.0,24.0,68.0,1399.0,6.0,-5.7,1013.2,-13.1,0.0,0.0,Changping,Changping,Spring
56,2013,3,3,7,52.0,62.0,25.0,68.0,1700.0,6.0,-3.3,1013.5,-12.8,0.0,0.8,Changping,Changping,Spring
57,2013,3,3,8,58.0,75.0,42.0,71.0,2399.0,12.0,-0.3,1012.8,-11.4,0.0,0.5,Changping,Changping,Spring
58,2013,3,3,9,81.0,106.0,42.0,72.0,2000.0,15.0,3.4,1012.5,-12.6,0.0,0.8,Changping,Changping,Spring
59,2013,3,3,10,84.0,101.0,42.0,84.0,2200.0,17.0,6.5,1011.4,-12.2,0.0,2.1,Changping,Changping,Spring
60,2013,3,3,11,106.0,148.0,42.0,93.0,1899.0,20.0,9.0,1010.4,-11.6,0.0,1.4,Changping,Changping,Spring
61,2013,3,3,12,110.0,135.0,42.0,89.0,1800.0,24.0,12.2,1009.1,-13.7,0.0,1.8,Changping,Changping,Spring
62,2013,3,3,13,113.0,151.0,42.0,80.0,1500.0,30.0,15.6,1007.5,-13.8,0.0,5.4,Changping,Changping,Spring
63,2013,3,3,14,100.0,151.0,36.0,53.0,1000.0,52.0,16.6,1006.9,-14.1,0.0,5.3,Changping,Changping,Spring
64,2013,3,3,15,68.0,128.0,14.0,20.0,400.0,78.0,17.0,1006.8,-14.9,0.0,2.3,Changping,Changping,Spring
65,2013,3,3,16,32.0,90.0,10.0,16.0,400.0,82.0,16.1,1006.9,-14.4,0.0,0.7,Changping,Changping,Spring
66,2013,3,3,17,21.0,71.0,27.0,21.0,400.0,76.0,13.9,1007.6,-14.1,0.0,0.6,Changping,Changping,Spring
67,2013,3,3,18,16.0,33.0,17.0,22.0,400.0,72.0,12.4,1009.0,-14.4,0.0,0.8,Changping,Changping,Spring
68,2013,3,3,19,18.0,43.0,12.0,35.0,600.0,59.0,8.9,1010.0,-13.5,0.0,0.9,Changping,Changping,Spring
69,2013,3,3,20,24.0,56.0,27.0,46.0,800.0,45.0,7.7,1010.1,-12.2,0.0,0.5,Changping,Changping,Spring
70,2013,3,3,21,29.0,55.0,27.0,42.0,700.0,47.0,6.9,1010.6,-12.3,0.0,0.7,Changping,Changping,Spring
71,2013,3,3,22,23.0,46.0,25.0,69.0,1300.0,19.0,6.8,1011.2,-11.9,0.0,1.5,Changping,Changping,Spring
72,2013,3,3,23,30.0,78.0,14.0,24.0,700.0,52.0,8.6,1012.1,-11.4,0.0,2.0,Changping,Changping,Spring
73,2013,3,4,0,25.0,42.0,30.0,22.0,400.0,57.0,9.2,1013.2,-12.6,0.0,2.4,Changping,Changping,Spring
74,2013,3,4,1,16.0,38.0,24.0,13.0,300.0,72.0,7.3,1014.2,-12.5,0.0,2.1,Changping,Changping,Spring
75,2013,3,4,2,8.0,31.0,29.0,14.0,300.0,74.0,6.1,1014.4,-13.5,0.0,1.4,Changping,Changping,Spring
76,2013,3,4,3,6.0,20.0,4.0,10.0,400.0,76.0,6.6,1014.2,-14.8,0.0,4.0,Changping,Changping,Spring
77,2013,3,4,4,7.0,13.0,3.0,10.0,300.0,80.0,4.8,1014.6,-12.2,0.0,2.6,Changping,Changping,Spring
78,2013,3,4,5,3.0,14.0,31.0,46.0,600.0,38.0,5.4,1015.4,-12.1,0.0,4.7,Changping,Changping,Spring
79,2013,3,4,6,10.0,24.0,42.0,43.0,500.0,39.0,4.2,1016.1,-12.3,0.0,3.0,Changping,Changping,Spring
80,2013,3,4,7,12.0,28.0,38.0,38.0,700.0,42.0,6.3,1016.8,-12.3,0.0,0.8,Changping,Changping,Spring
81,2013,3,4,8,12.0,32.0,29.0,34.0,700.0,48.0,8.9,1017.4,-12.9,0.0,1.6,Changping,Changping,Spring
82,2013,3,4,9,16.0,29.0,21.0,19.0,500.0,65.0,10.2,1017.6,-13.8,0.0,3.8,Changping,Changping,Spring
83,2013,3,4,10,14.0,23.0,16.0,12.0,400.0,76.0,11.4,1017.1,-14.4,0.0,4.2,Changping,Changping,Spring
84,2013,3,4,11,7.0,16.0,7.0,11.0,400.0,80.0,12.7,1016.6,-15.1,0.0,4.4,Changping,Changping,Spring
85,2013,3,4,12,8.0,22.0,6.0,9.0,400.0,85.0,14.6,1015.4,-14.6,0.0,3.5,Changping,Changping,Spring
86,2013,3,4,13,14.0,16.0,7.0,9.0,400.0,89.0,15.1,1014.2,-15.2,0.0,3.4,Changping,Changping,Spring
87,2013,3,4,14,11.0,13.0,14.0,11.0,400.0,91.0,16.1,1013.1,-16.9,0.0,3.0,Changping,Changping,Spring
88,2013,3,4,15,21.0,24.0,11.0,10.0,400.0,95.0,16.1,1012.5,-16.9,0.0,2.3,Changping,Changping,Spring
89,2013,3,4,16,10.0,17.0,10.0,12.0,400.0,92.0,14.8,1012.0,-14.4,0.0,3.3,Changping,Changping,Spring
90,2013,3,4,17,13.0,15.0,8.0,21.0,400.0,86.0,12.9,1012.4,-14.0,0.0,2.6,Changping,Changping,Spring
91,2013,3,4,18,17.0,29.0,14.0,40.0,500.0,81.0,11.3,1012.7,-13.7,0.0,1.2,Changping,Changping,Spring
92,2013,3,4,19,32.0,54.0,39.0,63.0,700.0,57.0,8.7,1013.2,-12.5,0.0,0.5,Changping,Changping,Spring
93,2013,3,4,20,43.0,71.0,42.0,91.0,1100.0,25.0,5.9,1013.4,-11.7,0.0,0.2,Changping,Changping,Spring
94,2013,3,4,21,64.0,99.0,41.0,88.0,1500.0,18.0,4.9,1013.4,-11.7,0.0,0.8,Changping,Changping,Spring
95,2013,3,4,22,76.0,123.0,25.0,57.0,1100.0,34.0,4.0,1013.2,-11.6,0.0,0.6,Changping,Changping,Spring
96,2013,3,4,23,54.0,75.0,21.0,43.0,1200.0,95.0,4.2,1012.6,-11.5,0.0,0.8,Changping,Changping,Spring
97,2013,3,5,0,57.0,69.0,20.0,37.0,900.0,95.0,2.8,1012.1,-11.2,0.0,0.4,Changping,Changping,Spring
98,2013,3,5,1,48.0,57.0,38.0,66.0,1600.0,95.0,1.8,1011.7,-11.0,0.0,0.6,Changping,Changping,Spring
99,2013,3,5,2,65.0,99.0,32.0,54.0,1399.0,95.0,0.8,1011.4,-10.7,0.0,0.6,Changping,Changping,Spring
100,2013,3,5,3,60.0,75.0,20.0,36.0,1100.0,95.0,0.2,1011.0,-10.4,0.0,0.2,Changping,Changping,Spring
101,2013,3,5,4,46.0,54.0,40.0,75.0,2299.0,95.0,-0.1,1010.7,-10.1,0.0,0.8,Changping,Changping,Spring
102,2013,3,5,5,72.0,113.0,33.0,61.0,1600.0,95.0,-0.4,1010.9,-9.6,0.0,0.0,Changping,Changping,Spring
103,2013,3,5,6,56.0,78.0,31.0,53.0,1100.0,95.0,-1.0,1010.6,-9.4,0.0,0.8,Changping,Changping,Spring
104,2013,3,5,7,51.0,66.0,34.0,69.0,2000.0,95.0,1.2,1010.4,-9.4,0.0,0.0,Changping,Changping,Spring
105,2013,3,5,8,68.0,105.0,40.0,66.0,1600.0,95.0,6.0,1010.1,-10.7,0.0,0.8,Changping,Changping,Spring
106,2013,3,5,9,68.0,92.0,42.0,75.0,1899.0,95.0,7.8,1009.5,-10.6,0.0,1.0,Changping,Changping,Spring
107,2013,3,5,10,87.0,117.0,42.0,92.0,2000.0,95.0,9.3,1008.7,-9.3,0.0,1.4,Changping,Changping,Spring
108,2013,3,5,11,107.0,160.0,42.0,80.0,1500.0,95.0,11.0,1007.8,-9.4,0.0,1.9,Changping,Changping,Spring
109,2013,3,5,12,109.0,139.0,42.0,65.0,1399.0,55.0,12.1,1006.5,-9.0,0.0,0.4,Changping,Changping,Spring
110,2013,3,5,13,118.0,133.0,42.0,55.0,1300.0,95.0,13.2,1005.1,-8.1,0.0,0.9,Changping,Changping,Spring
111,2013,3,5,14,126.0,127.0,42.0,60.0,1300.0,95.0,14.1,1004.3,-8.6,0.0,1.7,Changping,Changping,Spring
112,2013,3,5,15,124.0,129.0,42.0,76.0,1500.0,92.0,13.5,1004.1,-8.4,0.0,0.8,Changping,Changping,Spring
113,2013,3,5,16,149.0,153.0,42.0,81.0,1500.0,86.0,13.3,1003.9,-8.0,0.0,1.1,Changping,Changping,Spring
114,2013,3,5,17,151.0,158.0,42.0,104.0,1600.0,81.0,12.4,1004.5,-8.2,0.0,1.0,Changping,Changping,Spring
115,2013,3,5,18,158.0,168.0,42.0,106.0,1700.0,81.0,8.9,1005.0,-7.8,0.0,0.8,Changping,Changping,Spring
116,2013,3,5,19,161.0,172.0,42.0,117.0,1899.0,81.0,7.7,1005.4,-7.6,0.0,0.2,Changping,Changping,Spring
117,2013,3,5,20,173.0,187.0,42.0,117.0,2299.0,81.0,6.3,1005.9,-7.3,0.0,0.7,Changping,Changping,Spring
118,2013,3,5,21,191.0,210.0,42.0,94.0,2100.0,81.0,5.6,1006.0,-7.3,0.0,0.2,Changping,Changping,Spring
119,2013,3,5,22,181.0,183.0,42.0,78.0,1899.0,81.0,4.9,1005.8,-7.0,0.0,1.7,Changping,Changping,Spring
120,2013,3,5,23,141.0,160.0,42.0,74.0,1899.0,81.0,3.7,1005.7,-6.9,0.0,0.4,Changping,Changping,Spring
121,2013,3,6,0,152.0,154.0,42.0,115.0,2700.0,81.0,3.9,1005.4,-6.7,0.0,2.0,Changping,Changping,Spring
122,2013,3,6,1,180.0,195.0,42.0,72.0,2000.0,81.0,3.9,1005.3,-6.4,0.0,0.8,Changping,Changping,Spring
123,2013,3,6,2,146.0,153.0,14.958905587176211,100.0,2399.0,81.0,3.5,1004.8,-6.5,0.0,0.7,Changping,Changping,Spring
124,2013,3,6,3,170.0,179.0,42.0,74.0,1152.3013445428255,81.0,3.7,1004.7,-6.3,0.0,1.3,Changping,Changping,Spring
125,2013,3,6,4,149.0,155.0,42.0,44.182085507457046,2500.0,81.0,2.4,1004.7,-6.2,0.0,1.0,Changping,Changping,Spring
126,2013,3,6,5,182.0,202.0,42.0,101.0,2500.0,81.0,2.1,1004.9,-5.8,0.0,0.9,Changping,Changping,Spring
127,2013,3,6,6,182.0,187.0,42.0,94.0,2399.0,81.0,3.1,1005.1,-5.6,0.0,0.2,Changping,Changping,Spring
128,2013,3,6,7,187.0,190.0,42.0,93.0,2700.0,81.0,4.7,1006.2,-4.9,0.0,0.6,Changping,Changping,Spring
129,2013,3,6,8,195.0,200.0,42.0,85.0,2299.0,81.0,5.5,1006.2,-4.1,0.0,0.5,Changping,Changping,Spring
130,2013,3,6,9,193.0,200.0,42.0,86.0,2750.0,81.0,7.2,1006.1,-5.5,0.0,0.5,Changping,Changping,Spring
131,2013,3,6,10,200.0,219.0,42.0,114.0,2750.0,81.0,8.8,1005.8,-5.5,0.0,0.7,Changping,Changping,Spring
132,2013,3,6,11,218.0,271.5,42.0,117.0,2750.0,81.0,10.6,1004.6,-5.0,0.0,0.9,Changping,Changping,Spring
133,2013,3,6,12,218.0,271.5,42.0,117.0,2750.0,81.0,12.4,1003.4,-4.7,0.0,0.8,Changping,Changping,Spring
134,2013,3,6,13,218.0,271.5,42.0,117.0,2750.0,81.0,13.4,1002.5,-4.3,0.0,1.2,Changping,Changping,Spring
135,2013,3,6,14,218.0,271.5,42.0,117.0,2750.0,81.0,13.6,1001.8,-4.1,0.0,2.3,Changping,Changping,Spring
136,2013,3,6,15,218.0,271.5,42.0,117.0,2750.0,81.0,13.6,1001.9,-3.7,0.0,2.2,Changping,Changping,Spring
137,2013,3,6,16,218.0,271.5,42.0,117.0,2750.0,66.0,13.3,1002.2,-3.9,0.0,1.6,Changping,Changping,Spring
138,2013,3,6,17,218.0,271.5,42.0,117.0,2700.0,60.0,12.0,1002.7,-3.8,0.0,1.3,Changping,Changping,Spring
139,2013,3,6,18,218.0,271.5,42.0,117.0,2600.0,39.0,10.6,1003.7,-3.9,0.0,1.2,Changping,Changping,Spring
140,2013,3,6,19,218.0,271.5,42.0,117.0,2700.0,37.0,7.1,1004.5,-3.5,0.0,1.4,Changping,Changping,Spring
141,2013,3,6,20,218.0,271.5,42.0,117.0,2750.0,37.0,6.2,1004.9,-3.5,0.0,0.7,Changping,Changping,Spring
142,2013,3,6,21,218.0,271.5,42.0,117.0,2750.0,37.0,5.5,1004.5,-3.6,0.0,0.6,Changping,Changping,Spring
143,2013,3,6,22,218.0,271.5,42.0,117.0,2750.0,35.0,4.7,1004.3,-3.6,0.0,0.7,Changping,Changping,Spring
144,2013,3,6,23,218.0,271.5,42.0,117.0,2750.0,30.0,4.5,1004.1,-3.3,0.0,0.9,Changping,Changping,Spring
145,2013,3,7,0,218.0,271.5,42.0,117.0,2750.0,30.0,5.3,1004.2,-3.3,0.0,0.7,Changping,Changping,Spring
146,2013,3,7,1,206.0,249.0,42.0,117.0,2750.0,22.0,6.2,1004.2,-3.2,0.0,1.4,Changping,Changping,Spring
147,2013,3,7,2,218.0,228.0,42.0,111.0,2750.0,22.0,3.0,1003.8,-3.8,0.0,0.5,Changping,Changping,Spring
148,2013,3,7,3,208.0,211.0,42.0,105.0,2750.0,22.0,1.4,1003.6,-4.3,0.0,1.0,Changping,Changping,Spring
149,2013,3,7,4,198.0,200.0,42.0,110.0,2750.0,22.0,1.3,1003.5,-5.0,0.0,1.8,Changping,Changping,Spring
150,2013,3,7,5,201.0,215.0,42.0,108.0,2750.0,22.0,1.0,1003.7,-5.3,0.0,1.5,Changping,Changping,Spring
151,2013,3,7,6,202.0,234.0,42.0,102.0,2750.0,22.0,0.2,1003.6,-5.4,0.0,1.0,Changping,Changping,Spring
152,2013,3,7,7,175.0,206.0,42.0,95.0,2750.0,22.0,4.9,1003.6,-4.4,0.0,0.1,Changping,Changping,Spring
153,2013,3,7,8,143.0,180.0,42.0,96.0,2750.0,22.0,7.0,1003.4,-3.6,0.0,1.4,Changping,Changping,Spring
154,2013,3,7,9,140.0,200.0,42.0,114.0,2750.0,22.0,8.9,1003.2,-3.7,0.0,1.0,Changping,Changping,Spring
155,2013,3,7,10,169.0,240.0,42.0,117.0,2750.0,22.0,12.5,1002.1,-5.5,0.0,1.1,Changping,Changping,Spring
156,2013,3,7,11,218.0,271.5,42.0,111.0,2299.0,22.0,15.0,1000.3,-4.9,0.0,0.8,Changping,Changping,Spring
157,2013,3,7,12,174.0,183.0,42.0,62.0,1300.0,41.0,16.3,998.4,-4.3,0.0,1.5,Changping,Changping,Spring
158,2013,3,7,13,71.0,82.0,42.0,53.0,1100.0,65.0,17.3,996.7,-4.1,0.0,1.4,Changping,Changping,Spring
159,2013,3,7,14,83.0,88.0,42.0,98.0,1600.0,65.0,16.6,995.5,-3.5,0.0,1.2,Changping,Changping,Spring
160,2013,3,7,15,137.0,133.0,42.0,117.0,2500.0,65.0,16.8,994.7,-3.4,0.0,1.0,Changping,Changping,Spring
161,2013,3,7,16,207.0,230.0,42.0,117.0,2750.0,65.0,16.6,994.1,-3.5,0.0,0.8,Changping,Changping,Spring
162,2013,3,7,17,218.0,271.5,42.0,117.0,2750.0,65.0,14.5,993.9,-3.3,0.0,0.7,Changping,Changping,Spring
163,2013,3,7,18,218.0,271.5,42.0,117.0,2500.0,65.0,12.5,994.5,-3.4,0.0,0.5,Changping,Changping,Spring
164,2013,3,7,19,218.0,247.0,42.0,117.0,2750.0,21.0,11.8,994.7,-3.2,0.0,0.8,Changping,Changping,Spring
165,2013,3,7,20,218.0,271.5,42.0,117.0,2750.0,65.0,9.8,994.6,-2.8,0.0,0.6,Changping,Changping,Spring
166,2013,3,7,21,218.0,271.5,42.0,117.0,2750.0,65.0,7.9,995.1,-3.0,0.0,1.2,Changping,Changping,Spring
167,2013,3,7,22,218.0,241.0,42.0,117.0,2750.0,65.0,8.1,995.1,-3.4,0.0,0.9,Changping,Changping,Spring
168,2013,3,7,23,218.0,261.0,42.0,117.0,2750.0,65.0,6.8,995.0,-3.2,0.0,1.3,Changping,Changping,Spring
169,2013,3,8,0,218.0,238.0,42.0,117.0,2750.0,65.0,5.9,995.3,-3.0,0.0,0.0,Changping,Changping,Spring
170,2013,3,8,1,216.0,227.0,42.0,117.0,2750.0,65.0,4.4,995.6,-3.2,0.0,0.8,Changping,Changping,Spring
171,2013,3,8,2,218.0,271.5,42.0,117.0,2750.0,65.0,4.0,995.2,-3.5,0.0,0.6,Changping,Changping,Spring
172,2013,3,8,3,218.0,271.5,42.0,117.0,2750.0,65.0,4.5,994.7,-3.1,0.0,1.4,Changping,Changping,Spring
173,2013,3,8,4,218.0,271.5,42.0,117.0,2750.0,65.0,16.7,994.9,-5.8,0.0,5.2,Changping,Changping,Spring
174,2013,3,8,5,218.0,235.0,42.0,105.0,2750.0,65.0,15.4,995.6,-6.2,0.0,0.7,Changping,Changping,Spring
175,2013,3,8,6,193.0,211.0,30.0,36.0,700.0,65.0,12.7,996.2,-5.4,0.0,1.7,Changping,Changping,Spring
176,2013,3,8,7,72.0,135.0,42.0,85.0,1500.0,65.0,14.9,996.7,-5.5,0.0,1.3,Changping,Changping,Spring
177,2013,3,8,8,79.0,159.0,42.0,84.0,1700.0,65.0,11.2,997.8,-4.1,0.0,1.7,Changping,Changping,Spring
178,2013,3,8,9,85.0,182.0,42.0,87.0,2399.0,65.0,14.5,997.9,-2.9,0.0,1.7,Changping,Changping,Spring
179,2013,3,8,10,180.0,257.0,42.0,94.0274,1152.3013445428255,65.0,17.3,997.3,-3.5,0.0,1.4,Changping,Changping,Spring
180,2013,3,8,11,207.0,264.0,42.0,96.0,2200.0,65.0,19.3,996.7,-3.6,0.0,2.1,Changping,Changping,Spring
181,2013,3,8,12,179.0,222.0,42.0,76.0,1700.0,67.0,20.6,995.8,-3.9,0.0,2.5,Changping,Changping,Spring
182,2013,3,8,13,153.0,202.0,37.0,75.0,1500.0,77.0,21.9,994.7,-4.3,0.0,3.0,Changping,Changping,Spring
183,2013,3,8,14,159.0,244.0,40.0,88.0,1600.0,86.0,17.6,995.0,1.5,0.0,4.5,Changping,Changping,Spring
184,2013,3,8,15,218.0,271.5,42.0,117.0,2750.0,107.0,14.8,996.1,0.2,0.0,2.5,Changping,Changping,Spring
185,2013,3,8,16,218.0,271.5,42.0,86.0,2750.0,107.0,13.1,996.5,-0.2,0.0,4.0,Changping,Changping,Spring
186,2013,3,8,17,173.0,252.0,42.0,65.0,1899.0,107.0,11.7,996.5,-0.5,0.0,3.4,Changping,Changping,Spring
187,2013,3,8,18,141.0,213.0,42.0,65.0,1500.0,107.0,10.4,997.4,-1.0,0.0,2.7,Changping,Changping,Spring
188,2013,3,8,19,112.0,182.0,42.0,62.0,1399.0,107.0,9.4,997.3,-0.8,0.0,2.7,Changping,Changping,Spring
189,2013,3,8,20,113.0,158.0,42.0,67.0,1300.0,107.0,8.6,997.1,-1.5,0.0,2.8,Changping,Changping,Spring
190,2013,3,8,21,117.0,138.0,42.0,69.0,1100.0,107.0,7.6,996.9,-2.4,0.0,1.8,Changping,Changping,Spring
191,2013,3,8,22,99.0,118.0,42.0,59.0,1300.0,107.0,6.8,996.0,-3.2,0.0,1.3,Changping,Changping,Spring
192,2013,3,8,23,100.0,132.0,42.0,63.0,1600.0,107.0,5.6,994.5,-3.0,0.0,0.7,Changping,Changping,Spring
193,2013,3,9,0,100.0,133.0,42.0,65.0,1700.0,107.0,4.3,993.1,-3.0,0.0,1.2,Changping,Changping,Spring
194,2013,3,9,1,96.0,103.0,42.0,50.0,1700.0,107.0,3.9,991.9,-2.5,0.0,0.0,Changping,Changping,Spring
195,2013,3,9,2,102.0,132.0,36.0,51.0,1800.0,107.0,3.0,991.2,-2.7,0.0,0.7,Changping,Changping,Spring
196,2013,3,9,3,107.0,128.0,28.0,43.0,1500.0,107.0,2.4,989.8,-2.9,0.0,1.2,Changping,Changping,Spring
197,2013,3,9,4,97.0,112.0,33.0,40.0,1399.0,107.0,1.9,988.9,-3.0,0.0,0.7,Changping,Changping,Spring
198,2013,3,9,5,104.0,123.0,42.0,73.0,1700.0,107.0,2.0,989.2,-3.3,0.0,0.5,Changping,Changping,Spring
