No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM,station,District,season
62,2013,3,3,13,114.0,130.0,43.0,85.0,1800.0,38.0,15.5,1013.0,-13.8,0.0,4.0,Dongsi,Dongsi,Spring
63,2013,3,3,14,81.0,104.0,19.0,46.0,1000.0,68.0,16.4,1012.4,-15.4,0.0,7.0,Dongsi,Dongsi,Spring
64,2013,3,3,15,49.0,80.0,7.0,17.0,500.0,94.0,16.6,1012.0,-15.2,0.0,4.7,Dongsi,Dongsi,Spring
65,2013,3,3,16,28.0,66.0,14.0,33.0,700.0,82.0,15.8,1012.2,-14.7,0.0,1.3,Dongsi,Dongsi,Spring
66,2013,3,3,17,41.0,106.0,24.0,60.0,1000.0,67.0,12.6,1013.0,-13.4,0.0,1.3,Dongsi,Dongsi,Spring
67,2013,3,3,18,58.0,106.0,26.0,74.0,1200.0,50.0,9.9,1014.1,-10.3,0.0,1.0,Dongsi,Dongsi,Spring
68,2013,3,3,19,87.0,212.0,54.0,127.0,2000.0,17.0,6.8,1014.9,-9.6,0.0,0.0,Dongsi,Dongsi,Spring
69,2013,3,3,20,142.0,274.0,54.0,136.0,2299.0,4.0,5.2,1015.2,-8.3,0.0,0.0,Dongsi,Dongsi,Spring
70,2013,3,3,21,152.0,202.0,45.0,122.0,2399.0,2.0,4.0,1015.4,-9.1,0.0,0.2,Dongsi,Dongsi,Spring
71,2013,3,3,22,143.0,149.0,29.0,107.0,2299.0,2.0,2.7,1015.8,-8.4,0.0,0.4,Dongsi,Dongsi,Spring
72,2013,3,3,23,80.0,101.0,32.0,104.0,3100.0,2.0,7.1,1016.7,-12.2,0.0,0.4,Dongsi,Dongsi,Spring
73,2013,3,4,0,68.0,110.0,46.0,109.0,3100.0,3.0,9.9,1017.5,-14.1,0.0,4.9,Dongsi,Dongsi,Spring
74,2013,3,4,1,61.0,89.0,21.0,58.0,900.0,22.0,9.3,1018.4,-13.9,0.0,3.6,Dongsi,Dongsi,Spring
75,2013,3,4,2,43.0,48.0,6.2832,20.1194,1330.0691310760349,94.0,8.4,1018.7,-13.9,0.0,1.5,Dongsi,Dongsi,Spring
76,2013,3,4,3,13.0,19.0,3.0,14.0,400.0,84.0,7.4,1018.6,-14.2,0.0,3.6,Dongsi,Dongsi,Spring
77,2013,3,4,4,6.0,13.0,8.0,28.0,500.0,65.0,6.2,1019.6,-15.2,0.0,2.7,Dongsi,Dongsi,Spring
78,2013,3,4,5,7.0,19.0,13.0,48.0,600.0,40.0,6.0,1020.1,-14.2,0.0,2.4,Dongsi,Dongsi,Spring
79,2013,3,4,6,9.0,23.0,18.0,61.0,800.0,27.0,4.2,1020.8,-12.7,0.0,2.0,Dongsi,Dongsi,Spring
80,2013,3,4,7,10.0,31.0,26.0,82.0,900.0,8.0,7.2,1021.5,-12.6,0.0,3.2,Dongsi,Dongsi,Spring
81,2013,3,4,8,11.0,34.0,27.0,76.0,1100.0,14.0,8.6,1022.3,-14.4,0.0,2.8,Dongsi,Dongsi,Spring
82,2013,3,4,9,15.0,25.0,18.0,40.0,700.0,55.0,9.9,1022.6,-14.8,0.0,2.4,Dongsi,Dongsi,Spring
83,2013,3,4,10,3.0,7.0,14.0,30.0,600.0,72.0,11.5,1022.3,-14.3,0.0,0.0,Dongsi,Dongsi,Spring
84,2013,3,4,11,13.0,15.0,12.0,25.0,500.0,80.0,12.3,1022.0,-15.4,0.0,2.4,Dongsi,Dongsi,Spring
85,2013,3,4,12,13.0,20.0,10.0,21.0,500.0,86.0,13.9,1020.6,-16.2,0.0,3.3,Dongsi,Dongsi,Spring
86,2013,3,4,13,3.0,9.0,6.0,18.0,500.0,92.0,14.8,1019.5,-15.5,0.0,1.4,Dongsi,Dongsi,Spring
87,2013,3,4,14,3.0,6.0,6.0,18.0,500.0,92.0,15.3,1018.6,-15.1,0.0,1.3,Dongsi,Dongsi,Spring
88,2013,3,4,15,4.0,10.0,6.0,23.0,500.0,89.0,15.6,1018.1,-14.8,0.0,2.0,Dongsi,Dongsi,Spring
89,2013,3,4,16,18.0,18.0,9.0,31.0,600.0,85.0,14.7,1017.5,-15.5,0.0,2.9,Dongsi,Dongsi,Spring
90,2013,3,4,17,17.0,24.0,8.0,33.0,600.0,102.0,13.2,1017.8,-15.7,0.0,3.0,Dongsi,Dongsi,Spring
91,2013,3,4,18,20.0,29.0,9.0,35.0,600.0,94.0,12.6,1018.3,-13.4,0.0,2.9,Dongsi,Dongsi,Spring
92,2013,3,4,19,31.0,60.0,13.0,53.0,700.0,68.0,12.0,1018.5,-13.1,0.0,2.7,Dongsi,Dongsi,Spring
93,2013,3,4,20,39.0,86.0,19.0,68.0,1000.0,47.0,10.9,1018.8,-11.9,0.0,1.4,Dongsi,Dongsi,Spring
94,2013,3,4,21,51.0,93.0,28.0,75.0,1100.0,42.0,10.2,1018.8,-11.8,0.0,2.0,Dongsi,Dongsi,Spring
95,2013,3,4,22,59.0,98.0,24.0,86.0,1100.0,32.0,10.0,1018.5,-12.0,0.0,3.0,Dongsi,Dongsi,Spring
96,2013,3,4,23,66.0,95.0,46.0,92.0,1300.0,102.0,9.4,1017.5,-11.3,0.0,2.7,Dongsi,Dongsi,Spring
97,2013,3,5,0,74.0,96.0,54.0,84.0,1300.0,102.0,8.8,1017.0,-10.7,0.0,2.1,Dongsi,Dongsi,Spring
98,2013,3,5,1,89.0,116.0,54.0,76.0,1399.0,102.0,7.8,1016.5,-10.6,0.0,1.3,Dongsi,Dongsi,Spring
99,2013,3,5,2,95.0,133.0,18.531106607366066,71.0,1399.0,102.0,4.7,1016.1,-10.6,0.0,0.0,Dongsi,Dongsi,Spring
100,2013,3,5,3,104.0,136.0,54.0,78.0,1330.0691310760349,102.0,4.5,1015.7,-9.3,0.0,0.0,Dongsi,Dongsi,Spring
101,2013,3,5,4,115.0,138.0,54.0,53.69944280249828,1200.0,102.0,1.3,1015.7,-8.8,0.0,1.2,Dongsi,Dongsi,Spring
102,2013,3,5,5,131.0,146.0,54.0,94.0,2100.0,102.0,0.4,1015.7,-9.6,0.0,0.8,Dongsi,Dongsi,Spring
103,2013,3,5,6,123.0,133.0,54.0,104.0,2700.0,102.0,-0.2,1015.5,-8.4,0.0,1.0,Dongsi,Dongsi,Spring
104,2013,3,5,7,106.0,139.0,54.0,102.0,3000.0,102.0,2.1,1015.4,-8.6,0.0,0.9,Dongsi,Dongsi,Spring
105,2013,3,5,8,107.0,150.0,54.0,97.0,3000.0,102.0,5.0,1015.1,-8.9,0.0,1.0,Dongsi,Dongsi,Spring
106,2013,3,5,9,117.0,165.0,54.0,106.0,2700.0,102.0,6.7,1014.5,-8.9,0.0,1.3,Dongsi,Dongsi,Spring
107,2013,3,5,10,131.0,176.0,54.0,114.0,2600.0,102.0,9.1,1013.8,-8.5,0.0,0.9,Dongsi,Dongsi,Spring
108,2013,3,5,11,141.0,177.0,54.0,126.0,2600.0,102.0,10.9,1012.8,-8.4,0.0,1.3,Dongsi,Dongsi,Spring
109,2013,3,5,12,153.0,190.0,54.0,138.0,2700.0,18.0,12.3,1011.4,-8.8,0.0,0.0,Dongsi,Dongsi,Spring
110,2013,3,5,13,169.0,198.0,54.0,138.0,2500.0,102.0,13.0,1010.1,-8.3,0.0,1.5,Dongsi,Dongsi,Spring
111,2013,3,5,14,169.0,181.0,54.0,138.0,2600.0,102.0,13.3,1009.5,-8.0,0.0,1.6,Dongsi,Dongsi,Spring
112,2013,3,5,15,174.0,198.0,54.0,138.0,3100.0,102.0,13.8,1009.1,-7.6,0.0,1.9,Dongsi,Dongsi,Spring
113,2013,3,5,16,194.0,221.0,54.0,138.0,3000.0,102.0,13.2,1009.0,-7.5,0.0,1.8,Dongsi,Dongsi,Spring
114,2013,3,5,17,208.0,243.0,54.0,138.0,2399.0,94.0,11.6,1009.4,-7.3,0.0,0.7,Dongsi,Dongsi,Spring
115,2013,3,5,18,213.0,249.0,54.0,138.0,2000.0,68.0,9.4,1009.8,-5.7,0.0,0.7,Dongsi,Dongsi,Spring
116,2013,3,5,19,203.0,236.0,54.0,138.0,2299.0,47.0,6.7,1010.4,-5.0,0.0,0.1,Dongsi,Dongsi,Spring
117,2013,3,5,20,209.0,240.0,54.0,138.0,2500.0,42.0,5.2,1010.7,-4.7,0.0,0.0,Dongsi,Dongsi,Spring
118,2013,3,5,21,222.0,250.0,54.0,138.0,2899.0,32.0,4.3,1010.5,-2.6,0.0,1.0,Dongsi,Dongsi,Spring
119,2013,3,5,22,228.0,245.0,54.0,138.0,3100.0,30.0,4.3,1010.7,-4.2,0.0,0.8,Dongsi,Dongsi,Spring
120,2013,3,5,23,227.0,240.0,54.0,138.0,3100.0,30.0,4.9,1010.5,-5.8,0.0,0.0,Dongsi,Dongsi,Spring
121,2013,3,6,0,236.0,251.0,54.0,138.0,3100.0,30.0,5.6,1010.4,-7.0,0.0,0.8,Dongsi,Dongsi,Spring
122,2013,3,6,1,245.0,261.0,54.0,138.0,2700.0,30.0,3.5,1010.2,-6.0,0.0,0.5,Dongsi,Dongsi,Spring
123,2013,3,6,2,176.0,220.0,54.0,138.0,2700.0,30.0,6.3,1009.9,-7.0,0.0,1.0,Dongsi,Dongsi,Spring
124,2013,3,6,3,168.0,191.0,54.0,138.0,2600.0,30.0,6.3,1009.6,-7.0,0.0,0.7,Dongsi,Dongsi,Spring
125,2013,3,6,4,155.0,182.0,54.0,138.0,2500.0,30.0,5.1,1009.5,-6.5,0.0,1.0,Dongsi,Dongsi,Spring
126,2013,3,6,5,152.0,176.0,54.0,138.0,2399.0,30.0,4.6,1009.8,-6.3,0.0,0.7,Dongsi,Dongsi,Spring
127,2013,3,6,6,154.0,181.0,54.0,138.0,2700.0,30.0,4.1,1010.3,-6.2,0.0,0.8,Dongsi,Dongsi,Spring
128,2013,3,6,7,190.0,194.0,54.0,138.0,2600.0,30.0,5.3,1011.0,-6.0,0.0,0.9,Dongsi,Dongsi,Spring
129,2013,3,6,8,193.0,199.0,54.0,134.0,2200.0,30.0,6.9,1010.8,-6.5,0.0,1.3,Dongsi,Dongsi,Spring
130,2013,3,6,9,185.0,200.0,54.0,129.0,2399.0,30.0,8.4,1010.8,-6.6,0.0,0.8,Dongsi,Dongsi,Spring
131,2013,3,6,10,138.0,172.0,54.0,124.0,2299.0,30.0,8.8,1010.4,-6.2,0.0,1.1,Dongsi,Dongsi,Spring
132,2013,3,6,11,177.0,177.0,54.0,130.0,2399.0,30.0,9.5,1009.5,-6.0,0.0,1.0,Dongsi,Dongsi,Spring
133,2013,3,6,12,182.0,197.0,54.0,138.0,2600.0,30.0,10.4,1008.5,-5.6,0.0,0.2,Dongsi,Dongsi,Spring
134,2013,3,6,13,198.0,220.0,54.0,138.0,2600.0,30.0,11.5,1007.6,-5.1,0.0,0.8,Dongsi,Dongsi,Spring
135,2013,3,6,14,221.0,245.0,54.0,138.0,2799.0,30.0,13.2,1006.9,-4.5,0.0,1.0,Dongsi,Dongsi,Spring
136,2013,3,6,15,240.0,258.0,54.0,138.0,3000.0,30.0,14.7,1007.0,-4.6,0.0,1.3,Dongsi,Dongsi,Spring
137,2013,3,6,16,245.0,261.0,54.0,138.0,3100.0,30.0,14.6,1007.2,-4.7,0.0,0.0,Dongsi,Dongsi,Spring
138,2013,3,6,17,239.0,264.0,54.0,138.0,3100.0,30.0,11.8,1007.9,-4.4,0.0,0.6,Dongsi,Dongsi,Spring
139,2013,3,6,18,240.0,275.0,54.0,138.0,3100.0,22.0,8.5,1008.5,-4.0,0.0,0.0,Dongsi,Dongsi,Spring
140,2013,3,6,19,245.0,289.0,54.0,138.0,3100.0,22.0,8.5,1009.3,-4.4,0.0,0.4,Dongsi,Dongsi,Spring
141,2013,3,6,20,244.0,292.0,54.0,138.0,3100.0,22.0,5.8,1009.9,-3.6,0.0,0.2,Dongsi,Dongsi,Spring
142,2013,3,6,21,247.0,293.0,54.0,138.0,3100.0,22.0,5.3,1009.4,-4.0,0.0,0.7,Dongsi,Dongsi,Spring
143,2013,3,6,22,248.0,285.0,54.0,138.0,3100.0,22.0,8.3,1009.3,-3.6,0.0,1.8,Dongsi,Dongsi,Spring
144,2013,3,6,23,246.0,283.0,54.0,138.0,3100.0,22.0,5.0,1009.4,-3.3,0.0,1.0,Dongsi,Dongsi,Spring
145,2013,3,7,0,251.0,280.0,54.0,138.0,3100.0,22.0,2.9,1009.2,-3.2,0.0,0.6,Dongsi,Dongsi,Spring
146,2013,3,7,1,245.0,274.0,54.0,138.0,3100.0,22.0,2.2,1009.0,-3.3,0.0,1.6,Dongsi,Dongsi,Spring
147,2013,3,7,2,253.0,278.0,54.0,138.0,3100.0,22.0,3.3,1008.9,-3.3,0.0,1.6,Dongsi,Dongsi,Spring
148,2013,3,7,3,250.0,272.0,54.0,138.0,3100.0,22.0,1.2,1008.3,-3.9,0.0,0.4,Dongsi,Dongsi,Spring
149,2013,3,7,4,242.0,266.0,54.0,138.0,3100.0,22.0,0.9,1008.5,-2.5,0.0,1.4,Dongsi,Dongsi,Spring
150,2013,3,7,5,242.0,264.0,54.0,138.0,3100.0,22.0,0.5,1008.6,-3.4,0.0,0.9,Dongsi,Dongsi,Spring
151,2013,3,7,6,242.0,262.0,54.0,138.0,3100.0,22.0,-0.4,1008.4,-3.3,0.0,0.1,Dongsi,Dongsi,Spring
152,2013,3,7,7,258.0,281.0,54.0,138.0,3100.0,22.0,2.6,1008.7,-1.8,0.0,0.0,Dongsi,Dongsi,Spring
153,2013,3,7,8,258.0,314.0,54.0,138.0,3100.0,22.0,8.9,1008.7,-2.1,0.0,0.9,Dongsi,Dongsi,Spring
154,2013,3,7,9,258.0,318.0,54.0,138.0,3100.0,22.0,9.4,1007.9,-2.6,0.0,1.1,Dongsi,Dongsi,Spring
155,2013,3,7,10,258.0,313.0,54.0,138.0,3100.0,22.0,10.5,1007.2,-2.6,0.0,1.0,Dongsi,Dongsi,Spring
156,2013,3,7,11,258.0,279.0,54.0,138.0,3100.0,22.0,14.7,1005.5,-2.3,0.0,3.2,Dongsi,Dongsi,Spring
157,2013,3,7,12,258.0,318.0,54.0,138.0,3100.0,22.0,16.0,1003.2,-2.5,0.0,2.7,Dongsi,Dongsi,Spring
158,2013,3,7,13,258.0,318.0,54.0,138.0,3100.0,38.0,17.9,1001.8,-3.0,0.0,2.5,Dongsi,Dongsi,Spring
159,2013,3,7,14,258.0,297.0,54.0,138.0,3100.0,87.0,18.1,1000.5,-3.4,0.0,1.8,Dongsi,Dongsi,Spring
160,2013,3,7,15,258.0,318.0,54.0,133.0,3100.0,105.0,19.5,999.3,-4.8,0.0,3.0,Dongsi,Dongsi,Spring
161,2013,3,7,16,243.0,293.0,48.0,97.0,2000.0,107.0,19.1,998.9,-3.8,0.0,0.9,Dongsi,Dongsi,Spring
162,2013,3,7,17,214.0,219.0,54.0,102.0,2000.0,107.0,17.3,998.5,-3.5,0.0,0.4,Dongsi,Dongsi,Spring
163,2013,3,7,18,206.0,224.0,54.0,127.0,2100.0,107.0,12.5,998.9,-2.2,0.0,0.7,Dongsi,Dongsi,Spring
164,2013,3,7,19,193.0,211.0,54.0,138.0,2399.0,20.0,11.2,999.4,-1.6,0.0,1.0,Dongsi,Dongsi,Spring
165,2013,3,7,20,184.0,244.0,54.0,138.0,3100.0,107.0,10.2,999.6,0.2,0.0,0.5,Dongsi,Dongsi,Spring
166,2013,3,7,21,258.0,318.0,54.0,138.0,3100.0,107.0,8.6,999.5,0.1,0.0,0.6,Dongsi,Dongsi,Spring
167,2013,3,7,22,258.0,318.0,54.0,138.0,3100.0,107.0,8.1,1000.1,-0.9,0.0,0.8,Dongsi,Dongsi,Spring
168,2013,3,7,23,258.0,318.0,54.0,138.0,3100.0,107.0,7.0,1000.0,-1.4,0.0,0.4,Dongsi,Dongsi,Spring
169,2013,3,8,0,258.0,318.0,54.0,138.0,3100.0,107.0,5.4,1000.0,-1.5,0.0,0.9,Dongsi,Dongsi,Spring
170,2013,3,8,1,258.0,318.0,54.0,138.0,3100.0,107.0,5.3,1000.2,-1.8,0.0,0.9,Dongsi,Dongsi,Spring
171,2013,3,8,2,258.0,318.0,54.0,138.0,3100.0,107.0,4.1,999.9,-2.3,0.0,0.0,Dongsi,Dongsi,Spring
172,2013,3,8,3,258.0,318.0,54.0,138.0,3100.0,107.0,3.5,999.8,-2.5,0.0,0.6,Dongsi,Dongsi,Spring
173,2013,3,8,4,258.0,318.0,54.0,138.0,3100.0,107.0,3.4,1000.2,-2.6,0.0,1.0,Dongsi,Dongsi,Spring
174,2013,3,8,5,258.0,318.0,54.0,138.0,3100.0,107.0,3.4,1001.0,-2.0,0.0,0.2,Dongsi,Dongsi,Spring
175,2013,3,8,6,123.0,131.0,54.0,138.0,3100.0,107.0,3.5,1001.6,-2.5,0.0,0.7,Dongsi,Dongsi,Spring
176,2013,3,8,7,3.0,6.0,54.0,138.0,3100.0,107.0,6.6,1002.2,-0.9,0.0,0.1,Dongsi,Dongsi,Spring
177,2013,3,8,8,3.0,223.0,54.0,138.0,3100.0,107.0,11.6,1002.3,-1.9,0.0,1.0,Dongsi,Dongsi,Spring
178,2013,3,8,9,258.0,318.0,54.0,138.0,3100.0,107.0,16.6,1002.6,-3.5,0.0,1.0,Dongsi,Dongsi,Spring
179,2013,3,8,10,258.0,197.0,54.0,138.0,1330.0691310760349,107.0,19.9,1002.4,-5.2,0.0,0.9,Dongsi,Dongsi,Spring
180,2013,3,8,11,200.0,203.0,54.0,138.0,3100.0,107.0,21.2,1002.0,-2.7,0.0,3.1,Dongsi,Dongsi,Spring
181,2013,3,8,12,108.0,114.0,28.0,120.0,1800.0,107.0,21.7,1001.1,-4.4,0.0,2.9,Dongsi,Dongsi,Spring
182,2013,3,8,13,159.0,202.0,34.0,113.0,1800.0,107.0,17.2,1001.0,0.8,0.0,3.5,Dongsi,Dongsi,Spring
183,2013,3,8,14,203.0,318.0,54.0,129.0,2799.0,107.0,13.8,1001.2,-0.3,0.0,4.9,Dongsi,Dongsi,Spring
184,2013,3,8,15,258.0,318.0,54.0,138.0,3100.0,107.0,11.9,1001.5,-2.0,0.0,5.1,Dongsi,Dongsi,Spring
185,2013,3,8,16,163.0,240.0,54.0,106.0,1899.0,104.0,10.9,1001.7,-1.5,0.0,2.4,Dongsi,Dongsi,Spring
186,2013,3,8,17,111.0,131.0,41.0,84.0,1200.0,99.0,9.9,1001.9,-1.5,0.0,1.6,Dongsi,Dongsi,Spring
187,2013,3,8,18,52.0,83.0,33.0,64.0,1000.0,99.0,9.2,1002.4,-1.0,0.0,1.3,Dongsi,Dongsi,Spring
